Grupo;Família;Espécie (FB_2020);Nome popular;Origem;Endemismo;Especie;Categoria;Critério;Data avaliação;Reavaliação?;Histórico de Avaliações;Endêmica do Brasil?;Ameaças cadastradas;Ações de conservação
Angiospermas;Orchidaceae;Grobya cipoensis F.Barros & Lourenço;;NATIVA;Endemica;Grobya cipoensis;CR;;2013;Não;Continuou em P443 na mesma categoria de ameaça (sem reavaliação);Sim;2 Invasive alien species (directly affecting the species)|1 Habitat Loss/Degradation (human induced)|1.6 Change in native species dynamics (directly impacting habitat|1.3.4 Non-woody vegetation collection;1.2.1.2 National level|4.4.3 Management
Angiospermas;Orchidaceae;Grobya fascifera Rchb.f.;;NATIVA;Endemica;Grobya fascifera;VU;;2013;Não;Continuou em P443 na mesma categoria de ameaça (sem reavaliação);Sim;1 Habitat Loss/Degradation (human induced)|1.1 Agriculture|1.1.4 Livestock;1.2.2.3 Sub-national level|4.4 Protected areas
Angiospermas;Orchidaceae;Habenaria achalensis Kraenzl.;;NATIVA;Não endemica;Habenaria achalensis;VU;;2013;Não;Continuou em P443 na mesma categoria de ameaça (sem reavaliação);Não;1 Habitat Loss/Degradation (human induced)|1.1 Agriculture;1.2.1.3 Sub-national level|4.4 Protected areas
Angiospermas;Orchidaceae;Habenaria armata Rchb.f.;;NATIVA;Não endemica;Habenaria armata;LC;;2013;;;Não;;1.2.1.3 Sub-national level|4.4 Protected areas
Angiospermas;Orchidaceae;Habenaria brachyplectron Hoehne & Schltr.;;NATIVA;Endemica;Habenaria brachyplectron;CR;;2013;Não;Continuou em P443 na mesma categoria de ameaça (sem reavaliação);Sim;1 Habitat Loss/Degradation (human induced)|6.1 Atmospheric pollution;1.2.1.2 National level|1.2.2.3 Sub-national level|4.4 Protected areas
Angiospermas;Orchidaceae;Habenaria culicina Rchb.f. & Warm.;;NATIVA;Endemica;Habenaria culicina;LC;;2013;;;Sim;1 Habitat Loss/Degradation (human induced);1.2.2.3 Sub-national level|4.4 Protected areas
Angiospermas;Orchidaceae;Habenaria ernesti-ulei Hoehne;;NATIVA;Endemica;Habenaria ernestulei;EN;;2013;Não;Continuou em P443 na mesma categoria de ameaça (sem reavaliação);Sim;1.7 Fire|1 Habitat Loss/Degradation (human induced)|1 Habitat Loss/Degradation (human induced);1.2.2.3 Sub-national level
Angiospermas;Orchidaceae;Habenaria exaltata Barb.Rodr.;;NATIVA;Não endemica;Habenaria exaltata;LC;;2013;;;Não;;1.2.1.3 Sub-national level
Angiospermas;Orchidaceae;Habenaria galeandriformis Hoehne;;NATIVA;Endemica;Habenaria galeandriformis;CR;;2013;Não;Continuou em P443 na mesma categoria de ameaça (sem reavaliação);Sim;1 Habitat Loss/Degradation (human induced);1.2.1.3 Sub-national level
Angiospermas;Orchidaceae;Habenaria gnoma Barb.Rodr.;;NATIVA;Endemica;Habenaria gnoma;DD;;2018;Não se aplica;Inéditas não ameaçadas (NT, DD, LC);Sim;2.3 Livestock farming & ranching|4.1 Roads & railroads|1.1 Housing & urban areas;5.1.1 International level
Angiospermas;Orchidaceae;Habenaria gourlieana Gill. ex Lindl.;;NATIVA;Não endemica;Habenaria gourlieana;LC;;2013;;;Não;;1.2.1.3 Sub-national level
Angiospermas;Orchidaceae;Habenaria hexaptera Lindl.;;NATIVA;Não endemica;Habenaria hexaptera;LC;;2013;;;Não;;1.2.1.3 Sub-national level|4.4 Protected areas
Angiospermas;Orchidaceae;Habenaria hydrophila Barb.Rodr.;;NATIVA;Endemica;Habenaria hydrophila;DD;;2013;;;Sim;1 Habitat Loss/Degradation (human induced);1.2.2.3 Sub-national level|4.4 Protected areas
Angiospermas;Orchidaceae;Habenaria itaculumia Garay;;NATIVA;Endemica;Habenaria itaculumia;CR;;2013;Não;Continuou em P443 na mesma categoria de ameaça (sem reavaliação);Sim;1 Habitat Loss/Degradation (human induced)|1.3.1 Mining|1.7 Fire|1.5 Invasive alien species (directly impacting habitat);1.2.1.2 National level|4.4 Protected areas
Angiospermas;Orchidaceae;Habenaria jordanensis (J.E.Leite) Garay;;NATIVA;Endemica;Habenaria jordanensis;DD;;2013;;;Sim;9.9 Restricted range|1 Habitat Loss/Degradation (human induced);1.2.2.3 Sub-national level|4.4 Protected areas
Angiospermas;Orchidaceae;Habenaria leucosantha Barb.Rodr.;;NATIVA;Não endemica;Habenaria leucosantha;LC;;2013;;;Não;;1.2.1.3 Sub-national level|4.4 Protected areas
Angiospermas;Orchidaceae;Habenaria macronectar (Vell.) Hoehne;;NATIVA;Não endemica;Habenaria macronectar;LC;;2013;;;Não;;1.2.1.3 Sub-national level|4.4 Protected areas
Angiospermas;Orchidaceae;Habenaria novaesii Edwall & Hoehne;;NATIVA;Endemica;Habenaria novaesii;CR;;2013;Não;Continuou em P443 na mesma categoria de ameaça (sem reavaliação);Sim;1 Habitat Loss/Degradation (human induced);1.2.1.3 Sub-national level
Angiospermas;Orchidaceae;Habenaria nuda Lindl.;;NATIVA;Endemica;Habenaria nuda;LC;;2013;;;Sim;;4.4 Protected areas|1.2.1.3 Sub-national level|3.1 Taxonomy
Angiospermas;Orchidaceae;Habenaria piraquarensis Hoehne;;NATIVA;Endemica;Habenaria piraquarensis;EN;;2013;Não;Continuou em P443 na mesma categoria de ameaça (sem reavaliação);Sim;1.3.1 Mining|1.1 Agriculture|1.1.4 Livestock|1.5 Invasive alien species (directly impacting habitat)|1.7 Fire;3.1 Taxonomy|1.2.1.3 Sub-national level|4.4 Protected areas
Angiospermas;Orchidaceae;Habenaria regnellii Cogn.;;NATIVA;Não endemica;Habenaria regnellii;LC;;2013;;;Não;;1.2.1.3 Sub-national level|4.4 Protected areas
Angiospermas;Orchidaceae;Habenaria rodeiensis Barb.Rodr.;;NATIVA;Endemica;Habenaria rodeiensis;LC;;2013;;;Sim;1 Habitat Loss/Degradation (human induced)|1 Habitat Loss/Degradation (human induced);1.2.1.3 Sub-national level|4.4 Protected areas
Angiospermas;Orchidaceae;Habenaria santensis Barb.Rodr.;;NATIVA;Endemica;Habenaria santensis;DD;;2013;;;Sim;1 Habitat Loss/Degradation (human induced)|1 Habitat Loss/Degradation (human induced);1.2.1.3 Sub-national level
Angiospermas;Orchidaceae;Habenaria schwackei Barb.Rodr.;;NATIVA;Não endemica;Habenaria schwackei;LC;;2013;;;Não;;1.2.1.3 Sub-national level
Angiospermas;Orchidaceae;Habenaria trifida Kunth;;NATIVA;Não endemica;Habenaria trifida;LC;;2013;;;Não;;1.2.1.3 Sub-national level
Angiospermas;Orchidaceae;Habenaria umbraticola Barb.Rodr.;;NATIVA;Endemica;Habenaria umbraticola;LC;;2013;;;Sim;1 Habitat Loss/Degradation (human induced);1.2.1.3 Sub-national level|1.2.1.3 Sub-national level
Angiospermas;Orchidaceae;Hapalorchis cymbirostris Szlach.;;NATIVA;Endemica;Hapalorchis cymbirostris;DD;;2018;Não se aplica;Inéditas não ameaçadas (NT, DD, LC);NA;9.5 Air-borne pollutants|7.1.1 Increase in fire frequency/intensity;1.1 Site/area protection|5.1.1 International level
Angiospermas;Orchidaceae;Hapalorchis lineatus (Lindl.) Schltr.;;NATIVA;Não endemica;Hapalorchis lineatus;LC;;2013;;;Não;;1.2.1.1 International level|1.2.1.3 Sub-national level|4.4.2 Establishment
Angiospermas;Orchidaceae;Hapalorchis panduratus Szlach.;;NATIVA;Endemica;Hapalorchis panduratus;DD;;2018;Não se aplica;Inéditas não ameaçadas (NT, DD, LC);NA;NA;5.1.1 International level
Angiospermas;Orchidaceae;Homalopetalum hypoleptum (Lindl.) Soto-Arenas;;NATIVA;Endemica;Homalopetalum hypoleptum;DD;;2013;;;Sim;;1.2.1.1 International level|1.2.1.3 Sub-national level
Angiospermas;Orchidaceae;Houlletia brocklehurstiana Lindl.;;NATIVA;Endemica;Houlletia brocklehurstiana;EN;;2013;Não;Continuou em P443 na mesma categoria de ameaça (sem reavaliação);Sim;10.5 Fire;1.2.1.1 International level|1.2.1.3 Sub-national level|4.4 Protected areas
Angiospermas;Orchidaceae;Huntleya meleagris Lindl.;;NATIVA;Endemica;Huntleya meleagris;LC;;2013;;;Não;;1.2.1.1 International level|1.2.1.3 Sub-national level|1.2.1.3 Sub-national level|4.4.2 Establishment
Angiospermas;Orchidaceae;Ionopsis utricularioides (Sw.) Lindl.;;NATIVA;Não endemica;Ionopsis utricularioides;LC;;2013;;;Não;9.2 Poor recruitment/reproduction/regeneration;1.2.1.1 International level|1.2.1.3 Sub-national level|4.4.2 Establishment
Angiospermas;Orchidaceae;Isabelia violacea (Lindl.) van den Berg & M.W.Chase;;NATIVA;Endemica;Isabelia violacea;LC;;2013;;;Sim;;1.2.1.1 International level|1.2.1.3 Sub-national level|1.2.1.3 Sub-national level|4.4.2 Establishment
Angiospermas;Orchidaceae;Isabelia virginalis Barb.Rodr.;;NATIVA;Não endemica;Isabelia virginalis;VU;;2013;Não;Continuou em P443 na mesma categoria de ameaça (sem reavaliação);Não;1 Habitat Loss/Degradation (human induced);1.2.1.1 International level|1.2.1.3 Sub-national level|4.4 Protected areas
Angiospermas;Orchidaceae;Jacquiniella globosa (Jacq.) Schltr.;;NATIVA;Não endemica;Jacquiniella globosa;LC;;2013;;;Não;9.2 Poor recruitment/reproduction/regeneration;1.2.1.1 International level|1.2.1.3 Sub-national level|4.4.2 Establishment
Angiospermas;Orchidaceae;Koellensteinia tricolor (Lindl.) Rchb.f.;;NATIVA;Não endemica;Koellensteinia tricolor;LC;;2013;;;Não;;1.2.1.1 International level|1.2.1.3 Sub-national level|5.7 Ex situ conservation actions
Angiospermas;Orchidaceae;Laelia gloriosa (Rchb.f.) L.O.Williams;;NATIVA;Não endemica;Schomburgkia gloriosa;LC;;2013;;;Não;1.3.4 Non-woody vegetation collection;1.2.1.3 Sub-national level|1.2.1.1 International level
Angiospermas;Orchidaceae;Lankesterella ceracifolia (Barb.Rodr.) Mansf.;;NATIVA;Não endemica;Lankesterella ceracifolia;LC;;2013;;;Não;;1.2.1.1 International level|1.2.1.3 Sub-national level|4.4.2 Establishment|5.7 Ex situ conservation actions
Angiospermas;Orchidaceae;Lankesterella parvula (Kraenzl.) Pabst;;NATIVA;Endemica;Lankesterella parvula;DD;;2018;Não se aplica;Inéditas não ameaçadas (NT, DD, LC);Sim;NA;5.1.1 International level
Angiospermas;Orchidaceae;Lankesterella pilosa (Cogn.) Hoehne;;NATIVA;Endemica;Lankesterella pilosa;DD;;2018;Não se aplica;Inéditas não ameaçadas (NT, DD, LC);Sim;10.3 Avalanches/landslides;5.1.1 International level
Angiospermas;Orchidaceae;Lankesterella spannageliana (Hoehne & Brade) Mansf.;;NATIVA;Endemica;Lankesterella spannageliana;EN;B1ab(i,ii,iii)+2ab(i,ii,iii);2018;Não se aplica;Inéditas ameaçadas (CR, EN, VU);Sim;1.1 Housing & urban areas|4.1 Roads & railroads|7.1 Fire & fire suppression|2 Agriculture & aquaculture;5.1.1 International level
Angiospermas;Orchidaceae;Lepanthopsis densiflora (Barb.Rodr.) Ames;;NATIVA;Endemica;Lepanthopsis densiflora;DD;;2013;;;Sim;;1.2.1.1 International level|1.2.1.3 Sub-national level
Angiospermas;Orchidaceae;Lepanthopsis floripecten (Rchb.f.) Ames;;NATIVA;Não endemica;Lepanthopsis floripecten;LC;;2013;;;Não;;1.2.1.1 International level|1.2.1.3 Sub-national level|1.2.1.3 Sub-national level|4.4.2 Establishment
Angiospermas;Orchidaceae;Leptotes bicolor Lindl.;;NATIVA;Não endemica;Leptotes bicolor;LC;;2013;;;Não;;1.2.1.1 International level|1.2.1.3 Sub-national level|4.4.2 Establishment|5.7 Ex situ conservation actions
Angiospermas;Orchidaceae;Liparis vexillifera (La Llave & Lex.) Cogn.;;NATIVA;Não endemica;Liparis vexillifera;LC;;2013;;;Não;;1.2.1.1 International level|1.2.1.3 Sub-national level|4.4.2 Establishment
Angiospermas;Orchidaceae;Loefgrenianthus blanche-amesiae (Loefgr.) Hoehne;;NATIVA;Endemica;Loefgrenianthus blanche-amesii;LC;;2013;;;Sim;1 Habitat Loss/Degradation (human induced);1.2.1.1 International level|1.2.1.3 Sub-national level|1.2.1.3 Sub-national level|4.4.2 Establishment|5.7.1 Captive breeding/Artificial propagation
Angiospermas;Orchidaceae;Lyroglossa grisebachii (Cogn.) Schltr.;;NATIVA;Não endemica;Lyroglossa grisebachii;LC;;2013;;;Não;;4.4.2 Establishment|1.2.1.1 International level|1.2.1.3 Sub-national level
Angiospermas;Orchidaceae;Malaxis cogniauxiana (Schltr.) Pabst;;NATIVA;Endemica;Malaxis cogniauxiana;NT;;2013;;;Sim;1 Habitat Loss/Degradation (human induced)|1 Habitat Loss/Degradation (human induced);1.2.1.1 International level|1.2.1.3 Sub-national level|4.4.2 Establishment
Angiospermas;Orchidaceae;Malaxis excavata (Lindl.) Kuntze;;NATIVA;Não endemica;Malaxis excavata;LC;;2013;;;Não;;1.2.1.1 International level|1.2.1.3 Sub-national level|4.4.2 Establishment
Angiospermas;Orchidaceae;Malaxis jaraguae (Hoehne & Schltr.) Pabst;;NATIVA;Endemica;Malaxis jaraguae;VU;;2013;Não;Continuou em P443 na mesma categoria de ameaça (sem reavaliação);Sim;1 Habitat Loss/Degradation (human induced);1.2.1.3 Sub-national level|1.2.1.1 International level
Angiospermas;Orchidaceae;Malaxis parthonii C.Morren;;NATIVA;Não endemica;Malaxis parthonii;LC;;2013;;;Não;1 Habitat Loss/Degradation (human induced);4.4.2 Establishment|1.2.1.1 International level|1.2.1.3 Sub-national level
Angiospermas;Orchidaceae;Masdevallia discoidea Luer & Würstle;;NATIVA;Endemica;Masdevallia discoidea;CR;;2013;Não;Continuou em P443 na mesma categoria de ameaça (sem reavaliação);Sim;10.5 Fire;1.2.1.1 International level|1.2.1.3 Sub-national level|1.2.1.2 National level|4.4 Protected areas
Angiospermas;Orchidaceae;Maxillaria desvauxiana Rchb.f.;;NATIVA;Não endemica;Mapinguari desvauxianus;LC;;2013;;;Não;;1.2.1.1 International level|1.2.1.3 Sub-national level|4.4.2 Establishment
Angiospermas;Orchidaceae;Maxillaria elluziae Molinari;;NATIVA;Endemica;Trigonidium latifolium;LC;;2013;;;Não;;4.4.2 Establishment|1.2.1.3 Sub-national level|1.2.1.1 International level|5.7.1 Captive breeding/Artificial propagation
Angiospermas;Orchidaceae;Maxillaria heismanniana Barb.Rodr.;;NATIVA;Endemica;Brasiliorchis heismanniana;DD;;2018;Não se aplica;Inéditas não ameaçadas (NT, DD, LC);Sim;NA;5.1.1 International level
Angiospermas;Orchidaceae;Maxillaria moutinhoi Pabst;;NATIVA;Endemica;Brasiliorchis moutinhoi;DD;;2018;Não se aplica;Inéditas não ameaçadas (NT, DD, LC);Sim;NA;5.1.1 International level
Angiospermas;Orchidaceae;Maxillaria parviflora (Poepp. & Endl.) Garay;;NATIVA;Não endemica;Camaridium micranthum;LC;;2013;;;Não;1.1 Agriculture;1.2.1.3 Sub-national level|4.4 Protected areas
Angiospermas;Orchidaceae;Maxillaria polyantha Barb.Rodr.;;NATIVA;Endemica;Brasiliorchis polyantha;DD;;2018;Não se aplica;Inéditas não ameaçadas (NT, DD, LC);Sim;NA;5.1.1 International level
Angiospermas;Orchidaceae;Maxillaria pterocarpa Barb.Rodr.;;NATIVA;Endemica;Maxillaria pterocarpa;DD;;2018;Não se aplica;Inéditas não ameaçadas (NT, DD, LC);NA;NA;5.1.1 International level
Angiospermas;Orchidaceae;Maxillaria pumila Hook.;;NATIVA;Não endemica;Christensonella pumila;LC;;2013;;;Não;1 Habitat Loss/Degradation (human induced);1.2.1.3 Sub-national level
Angiospermas;Orchidaceae;Maxillaria schunkeana Campacci & Kautsky;;NATIVA;Endemica;Brasiliorchis schunkeana;EN;;2013;Não;Continuou em P443 na mesma categoria de ameaça (sem reavaliação);Sim;1 Habitat Loss/Degradation (human induced);1.2.1.3 Sub-national level|5.7 Ex situ conservation actions
Angiospermas;Orchidaceae;Maxillaria valenzuelana (A.Rich.) Nash.;;NATIVA;Não endemica;Heterotaxis valenzuelana;LC;;2013;;;Não;;1.2.1.1 International level|1.2.1.3 Sub-national level|1.2.1.3 Sub-national level|4.4.2 Establishment|5.7 Ex situ conservation actions
Angiospermas;Orchidaceae;Mesadenella atroviridis (Barb.Rodr.) Garay;;NATIVA;Endemica;Mesadenella atroviridis;NT;;2013;;;Sim;1 Habitat Loss/Degradation (human induced);1.2.1.1 International level|1.2.1.3 Sub-national level
Angiospermas;Orchidaceae;Microchilus arietinus (Rchb.f. & Warm.) Ormerod;;NATIVA;Não endemica;Microchilus arietinus;LC;;2013;;;Não;;1.2.1.1 International level|1.2.1.3 Sub-national level|4.4.2 Establishment
Angiospermas;Orchidaceae;Miltonia candida Lindl.;;NATIVA;Endemica;Anneliesia candida;NT;;2013;;;Sim;;1.2.1.3 Sub-national level
Angiospermas;Orchidaceae;Miltonia clowesii (Lindl.) Lindl.;;NATIVA;Endemica;Miltonia clowesii;NT;;2013;;;Sim;1 Habitat Loss/Degradation (human induced);1.2.1.1 International level|1.2.1.3 Sub-national level|1.2.1.3 Sub-national level|1.2.1.3 Sub-national level|4.4.2 Establishment|5.7.1 Captive breeding/Artificial propagation
Angiospermas;Orchidaceae;Miltonia cuneata Lindl.;;NATIVA;Endemica;Anneliesia cuneata;NT;;2013;;;Sim;;1.2.1.3 Sub-national level|1.2.1.3 Sub-national level|1.2.1.3 Sub-national level
Angiospermas;Orchidaceae;Miltonia flava Lindl.;;NATIVA;Endemica;Miltonia flava;DD;;2018;Não se aplica;Inéditas não ameaçadas (NT, DD, LC);Sim;NA;5.1.1 International level
Angiospermas;Orchidaceae;Miltonia flavescens (Lindl.) Lindl.;;NATIVA;Não endemica;Miltonia flavescens;LC;;2013;;;Não;;1.2.1.1 International level|1.2.1.3 Sub-national level|4.4.2 Establishment
Angiospermas;Orchidaceae;Miltonia kayasimae Pabst;;NATIVA;Endemica;Miltonia kayasimae;CR;;2013;Não;Continuou em P443 na mesma categoria de ameaça (sem reavaliação);Sim;1 Habitat Loss/Degradation (human induced);1.2.1.3 Sub-national level
Angiospermas;Orchidaceae;Miltonia regnellii Rchb.f.;;NATIVA;Endemica;Miltonia regnellii;LC;;2013;;;Sim;;1.2.1.1 International level|1.2.1.3 Sub-national level|5.7 Ex situ conservation actions|4.4.2 Establishment
Angiospermas;Orchidaceae;Miltonia russelliana (Lindl.) Lindl.;;NATIVA;Endemica;Anneliesia russelliana;NT;;2013;;;Sim;;1.2.1.3 Sub-national level|1.2.1.3 Sub-national level
Angiospermas;Orchidaceae;Miltonia spectabilis Lindl.;bailarina,PORTUGUES,Sudeste do Brasil/NA/bailarina,PORTUGUES,Sudeste do Brasil;NATIVA;Endemica;Miltonia spectabilis;LC;;2013;;;Não;;1.2.1.1 International level|1.2.1.3 Sub-national level|4.4.2 Establishment|5.7.1 Captive breeding/Artificial propagation
Angiospermas;Orchidaceae;Myoxanthus ruschii Fraga & L.Kollmann;;NATIVA;Endemica;Myoxanthus ruschii;CR;;2013;Não;Continuou em P443 na mesma categoria de ameaça (sem reavaliação);Sim;1 Habitat Loss/Degradation (human induced)|10.5 Fire|1.4.2 Human settlement;1.2.1.3 Sub-national level|1.2.1.1 International level|4.4 Protected areas
Angiospermas;Orchidaceae;Myoxanthus seidelii (Pabst) Luer;;NATIVA;Endemica;Myoxanthus seidelii;CR;;2013;Não;Continuou em P443 na mesma categoria de ameaça (sem reavaliação);Sim;1 Habitat Loss/Degradation (human induced);1.2.1.1 International level|1.2.1.3 Sub-national level
Angiospermas;Orchidaceae;Notylia microchila Cogn.;;NATIVA;Não endemica;Notylia microchila;EN;;2013;Não;Continuou em P443 na mesma categoria de ameaça (sem reavaliação);Não;1 Habitat Loss/Degradation (human induced);1.2.1.1 International level|1.2.2.3 Sub-national level
Angiospermas;Orchidaceae;Octomeria aetheoantha Barb.Rodr.;;NATIVA;Endemica;Octomeria aetheoantha;DD;;2018;Não se aplica;Inéditas não ameaçadas (NT, DD, LC);NA;2.3 Livestock farming & ranching;5.1.1 International level
Angiospermas;Orchidaceae;Octomeria alexandri Schltr.;;NATIVA;Endemica;Octomeria alexandri;EN;;2013;Não;Continuou em P443 na mesma categoria de ameaça (sem reavaliação);Sim;1 Habitat Loss/Degradation (human induced);1.2.1.3 Sub-national level|1.2.1.1 International level|4.4 Protected areas
Angiospermas;Orchidaceae;Octomeria cariocana Pabst;;NATIVA;Endemica;Octomeria cariocana;DD;;2018;Não se aplica;Inéditas não ameaçadas (NT, DD, LC);Sim;NA;1.1 Site/area protection|5.1.1 International level
Angiospermas;Orchidaceae;Octomeria chamaeleptotes Rchb.f.;;NATIVA;Não endemica;Octomeria chamaeleptotes;VU;;2013;Não;Continuou em P443 na mesma categoria de ameaça (sem reavaliação);Não;10.5 Fire;1.2.1.3 Sub-national level|1.2.1.1 International level|4.4 Protected areas
Angiospermas;Orchidaceae;Octomeria cochlearis Rchb.f.;;NATIVA;Endemica;Octomeria cochlearis;EN;B1ab(i,ii,iii)+2ab(i,ii,iii);2018;Não se aplica;Inéditas ameaçadas (CR, EN, VU);Sim;2 Agriculture & aquaculture|1.3 Tourism & recreation areas|1.1 Housing & urban areas;1.1 Site/area protection|3.4.1 Captive breeding/artificial propagation|5.1.1 International level
Angiospermas;Orchidaceae;Octomeria decumbens Cogn.;;NATIVA;Endemica;Octomeria decumbens;DD;;2013;;;Sim;;1.2.1.3 Sub-national level|1.2.1.1 International level
Angiospermas;Orchidaceae;Octomeria diaphana Lindl.;;NATIVA;Endemica;Octomeria diaphana;LC;;2013;;;Sim;;1.2.1.3 Sub-national level|1.2.1.1 International level|4.4.2 Establishment
Angiospermas;Orchidaceae;Octomeria estrellensis Hoehne;;NATIVA;Endemica;Octomeria estrellensis;NT;;2013;;;Sim;1 Habitat Loss/Degradation (human induced);4.4.2 Establishment|1.2.1.3 Sub-national level|1.2.1.1 International level
Angiospermas;Orchidaceae;Octomeria fimbriata Porto & Peixoto;;NATIVA;Endemica;Octomeria fimbriata;VU;D2;2018;Não se aplica;Inéditas ameaçadas (CR, EN, VU);Sim;2 Agriculture & aquaculture|1.3 Tourism & recreation areas|1.1 Housing & urban areas|7.1 Fire & fire suppression;5.1.1 International level|1.1 Site/area protection
Angiospermas;Orchidaceae;Octomeria geraensis Barb.Rodr.;;NATIVA;Endemica;Octomeria geraensis;VU;;2013;Não;Continuou em P443 na mesma categoria de ameaça (sem reavaliação);Sim;1.1.4.2 Small-holder;1.2.1.3 Sub-national level|1.2.1.1 International level
Angiospermas;Orchidaceae;Octomeria hatschbachii Schltr.;;NATIVA;Endemica;Octomeria hatschbachii;VU;;2013;Não;Continuou em P443 na mesma categoria de ameaça (sem reavaliação);Sim;1 Habitat Loss/Degradation (human induced);1.2.1.3 Sub-national level|1.2.1.1 International level
Angiospermas;Orchidaceae;Octomeria helvola Barb.Rodr.;;NATIVA;Endemica;Octomeria helvola;DD;;2018;Não se aplica;Inéditas não ameaçadas (NT, DD, LC);Sim;NA;5.1.1 International level
Angiospermas;Orchidaceae;Octomeria hoehnei Schltr.;;NATIVA;Endemica;Octomeria hoehnei;EN;;2013;Não;Continuou em P443 na mesma categoria de ameaça (sem reavaliação);Sim;1 Habitat Loss/Degradation (human induced);1.2.1.3 Sub-national level|1.2.1.1 International level|4.4 Protected areas
Angiospermas;Orchidaceae;Octomeria itatiaiae Brade & Pabst;;NATIVA;Endemica;Octomeria itatiaiae;DD;;2018;Não se aplica;Inéditas não ameaçadas (NT, DD, LC);Sim;7.1.1 Increase in fire frequency/intensity;1.1 Site/area protection|5.1.1 International level
Angiospermas;Orchidaceae;Octomeria lichenicola Barb.Rodr.;;NATIVA;Endemica;Octomeria lichenicola;EN;;2013;Não;Continuou em P443 na mesma categoria de ameaça (sem reavaliação);Sim;1 Habitat Loss/Degradation (human induced);1.2.1.3 Sub-national level|1.2.1.1 International level|4.4 Protected areas
Angiospermas;Orchidaceae;Octomeria minuta Cogn.;;NATIVA;Endemica;Octomeria minuta;DD;;2018;Não se aplica;Inéditas não ameaçadas (NT, DD, LC);Sim;NA;5.1.1 International level
Angiospermas;Orchidaceae;Octomeria multiflora Barb.Rodr.;;NATIVA;Endemica;Octomeria multiflora;DD;;2018;Não se aplica;Inéditas não ameaçadas (NT, DD, LC);Sim;NA;5.1.1 International level
Angiospermas;Orchidaceae;Octomeria praestans Barb.Rodr.;;NATIVA;Endemica;Octomeria praestans;NT;;2013;;;Sim;1 Habitat Loss/Degradation (human induced);1.2.1.1 International level|1.2.1.3 Sub-national level|1.2.1.2 National level|1.2.1.3 Sub-national level|4.4.2 Establishment
Angiospermas;Orchidaceae;Octomeria pumila Seehawer;;NATIVA;Endemica;Octomeria pumila;DD;;2018;Não se aplica;Inéditas não ameaçadas (NT, DD, LC);Sim;NA;5.1.1 International level
Angiospermas;Orchidaceae;Octomeria rodeiensis Barb.Rodr.;;NATIVA;Endemica;Octomeria rodeiensis;EN;B1ab(i,ii,iii)+2ab(i,ii,iii);2018;Não se aplica;Inéditas ameaçadas (CR, EN, VU);Sim;4.1 Roads & railroads|7.1.1 Increase in fire frequency/intensity|1.3 Tourism & recreation areas|2 Agriculture & aquaculture;1.1 Site/area protection|5.1.1 International level
Angiospermas;Orchidaceae;Octomeria rodriguesii Cogn.;;NATIVA;Endemica;Octomeria rodriguesii;EN;B1ab(i,ii,iii)+2ab(i,ii,iii);2018;Não se aplica;Inéditas ameaçadas (CR, EN, VU);NA;10.3 Avalanches/landslides|9.5 Air-borne pollutants|2 Agriculture & aquaculture;1.1 Site/area protection|5.1.1 International level
Angiospermas;Orchidaceae;Octomeria rotundiglossa Hoehne;;NATIVA;Endemica;Octomeria rotundiglossa;LC;;2013;;;Sim;1 Habitat Loss/Degradation (human induced);1.2.1.3 Sub-national level|1.2.1.1 International level|5.7.1 Captive breeding/Artificial propagation|4.4.2 Establishment
Angiospermas;Orchidaceae;Octomeria sancti-angeli Kraenzl.;;NATIVA;Endemica;Octomeria sancti-angeli;NT;;2013;;;Sim;1 Habitat Loss/Degradation (human induced);1.2.1.3 Sub-national level|1.2.1.1 International level|4.4.2 Establishment
Angiospermas;Orchidaceae;Octomeria sarcophylla Barb.Rodr.;;NATIVA;Endemica;Octomeria sarcophylla;DD;;2018;Não se aplica;Inéditas não ameaçadas (NT, DD, LC);Sim;NA;5.1.1 International level
Angiospermas;Orchidaceae;Octomeria truncicola Barb.Rodr.;;NATIVA;Endemica;Octomeria truncicola;VU;;2013;Não;Continuou em P443 na mesma categoria de ameaça (sem reavaliação);Sim;1.4.2 Human settlement|1.1 Agriculture|1 Habitat Loss/Degradation (human induced);1.2.1.3 Sub-national level|4.4 Protected areas|1.2.1.1 International level
Angiospermas;Orchidaceae;Octomeria warmingii Rchb.f.;;NATIVA;Não endemica;Octomeria warmingii;LC;;2013;;;Não;;4.4.2 Establishment|1.2.1.3 Sub-national level|1.2.1.1 International level
Angiospermas;Orchidaceae;Octomeria wawrae Rchb.f.;;NATIVA;Endemica;Octomeria wawrae;EN;;2013;Não;Continuou em P443 na mesma categoria de ameaça (sem reavaliação);Sim;1.1 Agriculture|10.5 Fire;1.2.1.3 Sub-national level|1.2.1.1 International level|4.4 Protected areas
Angiospermas;Orchidaceae;Octomeria wilsoniana Hoehne;;NATIVA;Endemica;Octomeria wilsoniana;CR;;2013;Não;Continuou em P443 na mesma categoria de ameaça (sem reavaliação);Sim;1.4.2 Human settlement;1.2.1.1 International level|1.2.1.3 Sub-national level
Angiospermas;Orchidaceae;Ornithocephalus myrticola Lindl.;;NATIVA;Não endemica;Ornithocephalus myrticola;LC;;2013;;;Não;;1.2.1.3 Sub-national level|1.2.1.1 International level|4.1 Maintenance/Conservation
