"";"Família";"Especie";"Nome na publicação original";"Diferença (em caracteres)";"Categoria";"Status Taxonômico"
"1393";"Bromeliaceae";"Nidularium rosulatum";"Nidularium rosulatum";0;"rara";"Accepted"
"1394";"Bromeliaceae";"Nidularium utriculosum";"Nidularium utriculosum";0;"rara";"Accepted"
"1395";"Bromeliaceae";"Nidularium viridipetalum";"Nidularium viridipetalum";0;"rara";"Accepted"
"1396";"Orobanchaceae";"Nothochilus coccineus";"Nothochilus coccineus";0;"rara";"Accepted"
"1397";"Amaryllidaceae";"Nothoscordum pulchellum";"Nothoscordum bahiense";0;"rara";"Synonym"
"1398";"Orchidaceae";"Notylia sylvestris";"Notylia sylvestris";0;"rara";"Accepted"
"1399";"Orchidaceae";"Vanilla planifolia";"Notylia sylvestris";0;"rara";"Synonym"
"1400";"Rutaceae";"Spiranthera speciosa";"Nycticalanthus speciosus";0;"rara";"Synonym"
"1401";"Lauraceae";"Ocotea basicordatifolia";"Ocotea basicordatifolia";0;"rara";"Accepted"
"1402";"Lauraceae";"Ocotea bragai";"Ocotea bragai";0;"rara";"Accepted"
"1403";"Lauraceae";"Ocotea cryptocarpa";"Ocotea cryptocarpa";0;"rara";"Accepted"
"1404";"Lauraceae";"Ocotea felix";"Ocotea felix";0;"rara";"Accepted"
"1405";"Lauraceae";"Ocotea inhauba";"Ocotea inhauba";0;"rara";"Accepted"
"1406";"Lauraceae";"Ocotea itatiaiae";"Ocotea itatiaiae";0;"rara";"Accepted"
"1407";"Lauraceae";"Ocotea ligulata";"Ocotea ligulata";0;"rara";"Accepted"
"1408";"Lauraceae";"Ocotea loefgrenii";"Ocotea loefgrenii";0;"rara";"Accepted"
"1409";"Lauraceae";"Ocotea maranguapensis";"Ocotea maranguapensis";0;"rara";"Accepted"
"1410";"Lauraceae";"Ocotea obliqua";"Ocotea obliqua";0;"rara";"Accepted"
"1411";"Lauraceae";"Ocotea sassafras";"Ocotea sassafras";0;"rara";"Accepted"
"1412";"Lauraceae";"Ocotea schwackeana";"Ocotea schwackeana";0;"rara";"Accepted"
"1413";"Lauraceae";"Ocotea sulcata";"Ocotea sulcata";0;"rara";"Accepted"
"1414";"Orchidaceae";"Octomeria itatiaiae";"Octomeria itatiaiae";0;"rara";"Accepted"
"1415";"Orchidaceae";"Octomeria minuta";"Octomeria minuta";0;"rara";"Accepted"
"1416";"Orchidaceae";"Octomeria multiflora";"Octomeria multiflora";0;"rara";"Accepted"
"1417";"Poaceae";"Olyra amapana";"Olyra amapana";0;"rara";"Accepted"
"1418";"Poaceae";"Olyra bahiensis";"Olyra bahiensis";0;"rara";"Accepted"
"1419";"Poaceae";"Olyra davidseana";"Olyra davidseana";0;"rara";"Accepted"
"1420";"Poaceae";"Olyra latispicula";"Olyra latispicula";0;"rara";"Accepted"
"1421";"Poaceae";"Olyra retrorsa";"Olyra retrorsa";0;"rara";"Accepted"
"1422";"Poaceae";"Olyra tamanquareana";"Olyra tamanquareana";0;"rara";"Accepted"
"1423";"Poaceae";"Axonopus bryoides";"Ophiochloa bryoides";0;"rara";"Synonym"
"1424";"Poaceae";"Axonopus hydrolithicus";"Ophiochloa hydrolithica";0;"rara";"Synonym"
"1425";"Euphorbiaceae";"Ophthalmoblapton parviflorum";"Ophthalmoblapton parviflorum";0;"rara";"Accepted"
"1426";"Bromeliaceae";"Sincoraea hatschbachii";"Orthophtum hatschbachii";1;"rara";"Synonym"
"1427";"Bromeliaceae";"Sincoraea albopicta";"Orthophytum albopictum";0;"rara";"Synonym"
"1428";"Bromeliaceae";"Sincoraea amoena";"Orthophytum amoenum";0;"rara";"Synonym"
"1429";"Bromeliaceae";"Sincoraea burle-marxii";"Orthophytum burle-marxii";0;"rara";"Synonym"
"1430";"Bromeliaceae";"Sincoraea humilis";"Orthophytum humile";0;"rara";"Synonym"
"1431";"Bromeliaceae";"Lapanthus itambensis";"Orthophytum itambense";0;"rara";"Synonym"
"1432";"Bromeliaceae";"Orthophytum mello-barretoi";"Orthophytum mello-barretoi";0;"rara";"Accepted"
"1433";"Bromeliaceae";"Sincoraea mucugensis";"Orthophytum mucugense";0;"rara";"Synonym"
"1434";"Bromeliaceae";"Orthophytum schulzianum";"Orthophytum schulzianum";0;"rara";"Accepted"
"1435";"Bromeliaceae";"Lapanthus duartei";"Orthophytum supthutii";0;"rara";"Synonym"
"1436";"Bromeliaceae";"Orthophytum zanonii";"Orthophytum zanonii";0;"rara";"Accepted"
"1437";"Apocynaceae";"Orthosia eichleri";"Orthosia eichleri";0;"rara";"Accepted"
"1438";"Apocynaceae";"Orthosia loandensis";"Orthosia loandensis";0;"rara";"Accepted"
"1439";"Loranthaceae";"Oryctina subaphylla";"Oryctina eubrachioides";0;"rara";"Synonym"
"1440";"Plantaginaceae";"Matourea caparaoensis";"Otacanthus caparaoense";2;"rara";"Synonym"
"1441";"Poaceae";"Otachyrium aquaticum";"Otachyrium aquaticum";0;"rara";"Accepted"
"1442";"Poaceae";"Otachyrium piligerum";"Otachyrium piligerum";0;"rara";"Accepted"
"1443";"Ochnaceae";"Ouratea acicularis";"Ouratea acicularis";0;"rara";"Accepted"
"1444";"Ochnaceae";"Ouratea hatschbachii";"Ouratea hatschbachii";0;"rara";"Accepted"
"1445";"Ochnaceae";"Ouratea longipes";"Ouratea longipes";0;"rara";"Accepted"
"1446";"Ochnaceae";"Ouratea platicaulis";"Ouratea platicaulis";0;"rara";"Accepted"
"1447";"Oxalidaceae";"Oxalis alvimii";"Oxalis alvimii";0;"rara";"Accepted"
"1448";"Oxalidaceae";"Oxalis arachnoidea";"Oxalis arachnoidea";0;"rara";"Accepted"
"1449";"Oxalidaceae";"Oxalis areolata";"Oxalis areolata";0;"rara";"Accepted"
"1450";"Oxalidaceae";"Oxalis bela-vitoriae";"Oxalis bela-vitoriae";0;"rara";"Accepted"
"1451";"Oxalidaceae";"Oxalis diamantinae";"Oxalis diamantinae";0;"rara";"Accepted"
"1452";"Oxalidaceae";"Oxalis doceana";"Oxalis doceana";0;"rara";"Accepted"
"1453";"Oxalidaceae";"Oxalis hepatica";"Oxalis hepatica";0;"rara";"Accepted"
"1454";"Oxalidaceae";"Oxalis odonellii";"Oxalis odonellii";0;"rara";"Accepted"
"1455";"Oxalidaceae";"Oxalis pretoensis";"Oxalis pretoensis";0;"rara";"Accepted"
"1456";"Oxalidaceae";"Oxalis veadeirosensis";"Oxalis veadeirosensis";0;"rara";"Accepted"
"1457";"Apocynaceae";"Oxypetalum costae";"Oxypetalum costae";0;"rara";"Accepted"
"1458";"Apocynaceae";"Oxypetalum glaziovii";"Oxypetalum glaziovii";0;"rara";"Accepted"
"1459";"Apocynaceae";"Oxypetalum gyrophyllum";"Oxypetalum gyrophyllum";0;"rara";"Accepted"
"1460";"Apocynaceae";"Oxypetalum habrogynum";"Oxypetalum habrogynum";0;"rara";"Accepted"
"1461";"Apocynaceae";"Oxypetalum helios";"Oxypetalum helios";0;"rara";"Accepted"
"1462";"Apocynaceae";"Oxypetalum kleinii";"Oxypetalum kleinii";0;"rara";"Accepted"
"1463";"Apocynaceae";"Oxypetalum leonii";"Oxypetalum leonii";0;"rara";"Accepted"
"1464";"Apocynaceae";"Oxypetalum lutescens";"Oxypetalum lutescens";0;"rara";"Accepted"
"1465";"Apocynaceae";"Oxypetalum morilloanum";"Oxypetalum morilloanum";0;"rara";"Accepted"
"1466";"Apocynaceae";"Oxypetalum oblanceolatum";"Oxypetalum oblanceolatum";0;"rara";"Accepted"
"1467";"Apocynaceae";"Oxypetalum pardense";"Oxypetalum pardense";0;"rara";"Accepted"
"1468";"Apocynaceae";"Oxypetalum patulum";"Oxypetalum patulum";0;"rara";"Accepted"
"1469";"Apocynaceae";"Oxypetalum reitzii";"Oxypetalum reitzii";0;"rara";"Accepted"
"1470";"Bignoniaceae";"Mansoa ventricosa";"Pachyptera ventricosa";0;"rara";"Synonym"
"1471";"Eriocaulaceae";"Paepalanthus albotomentosus";"Paepalanthus albo-tomentosus";1;"rara";"Accepted"
"1472";"Eriocaulaceae";"Floralia almasensis";"Paepalanthus almasensis";0;"rara";"Synonym"
"1473";"Eriocaulaceae";"Paepalanthus anamariae";"Paepalanthus anamariae";0;"rara";"Accepted"
"1474";"Eriocaulaceae";"Paepalanthus argenteus";"Paepalanthus argenteus";0;"rara";"Accepted"
"1475";"Eriocaulaceae";"Paepalanthus ater";"Paepalanthus ater";0;"rara";"Accepted"
"1476";"Eriocaulaceae";"Paepalanthus aureus";"Paepalanthus aureus";0;"rara";"Accepted"
"1477";"Eriocaulaceae";"Actinocephalus barbiger";"Paepalanthus barbiger";0;"rara";"Synonym"
"1478";"Eriocaulaceae";"Paepalanthus barbulatus";"Paepalanthus barbulatus";0;"rara";"Accepted"
"1479";"Eriocaulaceae";"Paepalanthus benedictii";"Paepalanthus benedictii";0;"rara";"Accepted"
"1480";"Eriocaulaceae";"Paepalanthus caparoensis";"Paepalanthus caparoensis";0;"rara";"Accepted"
"1481";"Eriocaulaceae";"Paepalanthus cinereus";"Paepalanthus cinereus";0;"rara";"Accepted"
"1482";"Eriocaulaceae";"Paepalanthus complanatus";"Paepalanthus complanatus";0;"rara";"Accepted"
"1483";"Eriocaulaceae";"Paepalanthus conduplicatus";"Paepalanthus conduplicatus";0;"rara";"Accepted"
"1484";"Eriocaulaceae";"Paepalanthus contasensis";"Paepalanthus contasensis";0;"rara";"Accepted"
"1485";"Eriocaulaceae";"Coracoralina cordata";"Paepalanthus cordatus";0;"rara";"Synonym"
"1486";"Eriocaulaceae";"Paepalanthus digitiformis";"Paepalanthus digitiformis";0;"rara";"Accepted"
"1487";"Eriocaulaceae";"Paepalanthus erigeron";"Paepalanthus erigeron";0;"rara";"Accepted"
"1488";"Eriocaulaceae";"Paepalanthus flaviceps";"Paepalanthus flaviceps";0;"rara";"Accepted"
"1489";"Eriocaulaceae";"Paepalanthus garimpensis";"Paepalanthus garimpensis";0;"rara";"Accepted"
"1490";"Eriocaulaceae";"Paepalanthus globulifer";"Paepalanthus globulifer";0;"rara";"Accepted"
"1491";"Eriocaulaceae";"Paepalanthus harleyi";"Paepalanthus harleyi";0;"rara";"Accepted"
"1492";"Eriocaulaceae";"Paepalanthus henriquei";"Paepalanthus henriquei";0;"rara";"Accepted"
"1493";"Eriocaulaceae";"Paepalanthus homomallus";"Paepalanthus homomallus";0;"rara";"Accepted"
"1494";"Eriocaulaceae";"Paepalanthus inopinatus";"Paepalanthus inopinatus";0;"rara";"Accepted"
"1495";"Eriocaulaceae";"Paepalanthus itatiaiensis";"Paepalanthus itatiaiensis";0;"rara";"Accepted"
"1496";"Eriocaulaceae";"Paepalanthus langsdorffii";"Paepalanthus langsdorffii";0;"rara";"Accepted"
"1497";"Eriocaulaceae";"Paepalanthus stuetzelii";"Paepalanthus lanuginosus";0;"rara";"Synonym"
"1498";"Eriocaulaceae";"Paepalanthus lepidus";"Paepalanthus lepidus";0;"rara";"Accepted"
"1499";"Eriocaulaceae";"Paepalanthus lutzelburgii";"Paepalanthus luetzelburgii";1;"rara";"Accepted"
"1500";"Eriocaulaceae";"Paepalanthus obtusifolius";"Paepalanthus obtusifolius";0;"rara";"Accepted"
"1501";"Eriocaulaceae";"Paepalanthus oerstedianus";"Paepalanthus oerstedianus";0;"rara";"Accepted"
"1502";"Eriocaulaceae";"Giuliettia piresii";"Paepalanthus piresii";0;"rara";"Synonym"
"1503";"Eriocaulaceae";"Paepalanthus pulvinatus";"Paepalanthus pulvinatus";0;"rara";"Accepted"
"1504";"Eriocaulaceae";"Paepalanthus revolutus";"Paepalanthus revolutus";0;"rara";"Accepted"
"1505";"Eriocaulaceae";"Paepalanthus senaeanus";"Paepalanthus senaeanus";0;"rara";"Accepted"
"1506";"Eriocaulaceae";"Hydriade stannardii";"Paepalanthus stannardii";0;"rara";"Synonym"
"1507";"Eriocaulaceae";"Paepalanthus striatus";"Paepalanthus striatus";0;"rara";"Accepted"
"1508";"Eriocaulaceae";"Paepalanthus superbus";"Paepalanthus superbus";0;"rara";"Accepted"
"1509";"Eriocaulaceae";"Paepalanthus uncinatus";"Paepalanthus uncinatus";0;"rara";"Accepted"
"1510";"Eriocaulaceae";"Coracoralina urbaniana";"Paepalanthus urbanianus";0;"rara";"Synonym"
"1511";"Eriocaulaceae";"Paepalanthus viridulus";"Paepalanthus viridulus";0;"rara";"Accepted"
"1512";"Eriocaulaceae";"Paepalanthus xiphophyllus";"Paepalanthus xiphophyllus";0;"rara";"Accepted"
"1513";"Gesneriaceae";"Paliavana plumerioides";"Paliavana plumerioides";0;"rara";"Accepted"
"1514";"Asteraceae";"Pamphalea ramboi";"Pamphalea ramboi";0;"rara";"Accepted"
"1515";"Poaceae";"Ocellochloa brachystachya";"Panicum brachystachyum";0;"rara";"Synonym"
"1516";"Poaceae";"Panicum ephemeroides";"Panicum ephemeroides";0;"rara";"Accepted"
"1517";"Poaceae";"Panicum magnispicula";"Panicum magnispicula";0;"rara";"Accepted"
"1518";"Poaceae";"Renvoizea marauensis";"Panicum marauense";0;"rara";"Synonym"
"1519";"Poaceae";"Trichanthecium noterophylum";"Panicum noterophilum";0;"rara";"Synonym"
"1520";"Poaceae";"Trichanthecium nutabundum";"Panicum nutabundum";0;"rara";"Synonym"
"1521";"Poaceae";"Renvoizea restingae";"Panicum restingae";0;"rara";"Synonym"
"1522";"Poaceae";"Dichanthelium aequivaginatum";"Panicum trinophilum";1;"rara";"Synonym"
"1523";"Asteraceae";"Paralychnophora atkinsiae";"Paralychnophora atkinsae";1;"rara";"Accepted"
"1524";"Asteraceae";"Paralychnophora patriciana";"Paralychnophora patriciana";0;"rara";"Accepted"
"1525";"Poaceae";"Parianella carvalhoi";"Pariana carvalhoi";0;"rara";"Synonym"
"1526";"Poaceae";"Pariana multiflora";"Pariana multiflora";0;"rara";"Accepted"
"1527";"Poaceae";"Pariana nervata";"Pariana nervata";0;"rara";"Accepted"
"1528";"Poaceae";"Pariana sociata";"Pariana sociata";0;"rara";"Accepted"
"1529";"Chrysobalanaceae";"Parinari alvimii";"Parinari alvimii";0;"rara";"Accepted"
"1530";"Chrysobalanaceae";"Parinari littoralis";"Parinari littoralis";0;"rara";"Accepted"
"1531";"Cactaceae";"Parodia curvispina";"Parodia arnostiana";0;"rara";"Synonym"
"1532";"Cactaceae";"Parodia carambeiensis";"Parodia carambeiensis";0;"rara";"Accepted"
"1533";"Cactaceae";"Parodia gaucha";"Parodia gaucha";0;"rara";"Accepted"
"1534";"Cactaceae";"Parodia neohorstii";"Parodia neohorstii";0;"rara";"Accepted"
"1535";"Cactaceae";"Parodia rechensis";"Parodia rechensis";0;"rara";"Accepted"
"1536";"Cactaceae";"Parodia stockingeri";"Parodia stockingeri";0;"rara";"Accepted"
"1537";"Caryophyllaceae";"Paronychia fasciculata";"Paronychia fasciculata";0;"rara";"Accepted"
"1538";"Caryophyllaceae";"Paronychia revoluta";"Paronychia revoluta";0;"rara";"Accepted"
"1539";"Poaceae";"Paspalum biaristatum";"Paspalum biaristatum";0;"rara";"Accepted"
"1540";"Poaceae";"Paspalum brachytrichum";"Paspalum brachytrichum";0;"rara";"Accepted"
"1541";"Poaceae";"Paspalum burmanii";"Paspalum burmanii";0;"rara";"Accepted"
"1542";"Poaceae";"Paspalum cachimboense";"Paspalum cachimboense";0;"rara";"Accepted"
"1543";"Poaceae";"Paspalum filgueirasii";"Paspalum filgueirasii";0;"rara";"Accepted"
"1544";"Poaceae";"Paspalum longiaristatum";"Paspalum longiaristatum";0;"rara";"Accepted"
"1545";"Poaceae";"Paspalum niquelandiae";"Paspalum niquelandiae";0;"rara";"Accepted"
"1546";"Poaceae";"Paspalum petrense";"Paspalum petrense";0;"rara";"Accepted"
"1547";"Poaceae";"Paspalum atratum";"Paspalum valsii";4;"rara";"Synonym"
"1548";"Poaceae";"Paspalum vallsii";"Paspalum valsii";1;"rara";"Accepted"
"1549";"Passifloraceae";"Passiflora boticarioana";"Passiflora boticarioana";0;"rara";"Accepted"
"1550";"Passifloraceae";"Passiflora catharinensis";"Passiflora catharinensis";0;"rara";"Accepted"
"1551";"Passifloraceae";"Passiflora cordistipula";"Passiflora cordistipula";0;"rara";"Accepted"
"1552";"Passifloraceae";"Passiflora farneyi";"Passiflora farneyi";0;"rara";"Accepted"
"1553";"Passifloraceae";"Passiflora hatschbachii";"Passiflora hatschbachii";0;"rara";"Accepted"
"1554";"Passifloraceae";"Passiflora hypoglauca";"Passiflora hypoglauca";0;"rara";"Accepted"
"1555";"Passifloraceae";"Passiflora marginata";"Passiflora marginata";0;"rara";"Accepted"
"1556";"Passifloraceae";"Passiflora mucugeana";"Passiflora mucugeana";0;"rara";"Accepted"
"1557";"Passifloraceae";"Passiflora reitzii";"Passiflora reitzii";0;"rara";"Accepted"
"1558";"Passifloraceae";"Passiflora saccoi";"Passiflora saccoi";0;"rara";"Accepted"
"1559";"Passifloraceae";"Passiflora setulosa";"Passiflora setulosa";0;"rara";"Accepted"
"1560";"Passifloraceae";"Passiflora urubiciensis";"Passiflora urubiciensis";0;"rara";"Accepted"
"1561";"Malpighiaceae";"Peixotoa anadenanthera";"Peixotoa anadenanthera";0;"rara";"Accepted"
"1562";"Malpighiaceae";"Peixotoa andersonii";"Peixotoa andersonii";0;"rara";"Accepted"
"1563";"Malpighiaceae";"Peixotoa axillaris";"Peixotoa axillaris";0;"rara";"Accepted"
"1564";"Malpighiaceae";"Peixotoa barnebyi";"Peixotoa barnebyi";0;"rara";"Accepted"
"1565";"Malpighiaceae";"Peixotoa catarinensis";"Peixotoa catarinensis";0;"rara";"Accepted"
"1566";"Malpighiaceae";"Peixotoa cipoana";"Peixotoa cipoana";0;"rara";"Accepted"
"1567";"Malpighiaceae";"Peixotoa gardneri";"Peixotoa gardneri";0;"rara";"Accepted"
"1568";"Malpighiaceae";"Peixotoa irwinii";"Peixotoa irwinii";0;"rara";"Accepted"
"1569";"Malpighiaceae";"Peixotoa megalantha";"Peixotoa megalantha";0;"rara";"Accepted"
"1570";"Malpighiaceae";"Peixotoa octoflora";"Peixotoa octoflora";0;"rara";"Accepted"
"1571";"Fabaceae";"Peltogyne altissima";"Peltogyne altissima";0;"rara";"Accepted"
"1572";"Fabaceae";"Peltogyne excelsa";"Peltogyne excelsa";0;"rara";"Accepted"
"1573";"Fabaceae";"Peltogyne mattosiana";"Peltogyne mattosiana";0;"rara";"Accepted"
"1574";"Fabaceae";"Peltogyne heterophylla";"Peltogyne prancei";0;"rara";"Synonym"
"1575";"Fabaceae";"Peltogyne subsessilis";"Peltogyne subsessilis";0;"rara";"Accepted"
"1576";"Triuridaceae";"Peltophyllum caudatum";"Peltophyllum caudatum";0;"rara";"Accepted"
"1577";"Piperaceae";"Peperomia apiahyensis";"Peperomia apiahyensis";0;"rara";"Accepted"
"1578";"Piperaceae";"Peperomia catesbaeifolia";"Peperomia arbuscula";0;"rara";"Synonym"
"1579";"Piperaceae";"Peperomia bradei";"Peperomia bradei";0;"rara";"Accepted"
"1580";"Piperaceae";"Peperomia ciliato-caespitosa";"Peperomia ciliato-caespitosa";0;"rara";"Accepted"
"1581";"Piperaceae";"Peperomia clausenii";"Peperomia claussenii";1;"rara";"Accepted"
"1582";"Piperaceae";"Peperomia guarujana";"Peperomia guarujana";0;"rara";"Accepted"
"1583";"Piperaceae";"Peperomia hemmendorffii";"Peperomia hemmendorffii";0;"rara";"Accepted"
"1584";"Piperaceae";"Peperomia hispidosa";"Peperomia hispidosa";0;"rara";"Accepted"
"1585";"Piperaceae";"Peperomia humifusa";"Peperomia humifusa";0;"rara";"Accepted"
"1586";"Piperaceae";"Peperomia loefgrenii";"Peperomia loefgrenii";0;"rara";"Accepted"
"1587";"Piperaceae";"Peperomia papillispica";"Peperomia papillispica";0;"rara";"Accepted"
"1588";"Piperaceae";"Peperomia parnassiifolia";"Peperomia parnassiifolia";0;"rara";"Accepted"
"1589";"Piperaceae";"Peperomia pseudobcordata";"Peperomia pseudobcordata";0;"rara";"Accepted"
"1590";"Piperaceae";"Peperomia ramboi";"Peperomia ramboi";0;"rara";"Accepted"
"1591";"Piperaceae";"Peperomia retivenulosa";"Peperomia retivenulosa";0;"rara";"Accepted"
"1592";"Piperaceae";"Peperomia riedeliana";"Peperomia riedeliana";0;"rara";"Accepted"
"1593";"Piperaceae";"Peperomia ripicola";"Peperomia ripicola";0;"rara";"Accepted"
"1594";"Piperaceae";"Peperomia rufispica";"Peperomia rufispica";0;"rara";"Accepted"
"1595";"Piperaceae";"Peperomia simulans";"Peperomia simulans";0;"rara";"Accepted"
"1596";"Piperaceae";"Peperomia stroemfeltii";"Peperomia stroemfeltii";0;"rara";"Accepted"
"1597";"Piperaceae";"Peperomia subsetifolia";"Peperomia subsetifolia";0;"rara";"Accepted"
"1598";"Piperaceae";"Peperomia trichocarpa";"Peperomia trichocarpa";0;"rara";"Accepted"
"1599";"Piperaceae";"Peperomia warmingii";"Peperomia warmingii";0;"rara";"Accepted"
"1600";"Apocynaceae";"Peplonia riedelii";"Peplonia riedelii";0;"rara";"Accepted"
"1601";"Celastraceae";"Peritassa longifolia";"Peritassa longifolia";0;"rara";"Accepted"
"1602";"Celastraceae";"Peritassa sadleri";"Peritassa sadleri";0;"rara";"Accepted"
"1603";"Lauraceae";"Persea benthamiana";"Persea benthamiana";0;"rara";"Accepted"
"1604";"Lauraceae";"Persea pedunculosa";"Persea pedunculosa";0;"rara";"Accepted"
"1605";"Lauraceae";"Persea rigida";"Persea rigida";0;"rara";"Accepted"
"1606";"Verbenaceae";"Petrea brevicalyx";"Petrea brevicalyx";0;"rara";"Accepted"
"1607";"Solanaceae";"Petunia bonjardinensis";"Petunia bonjardinensis";0;"rara";"Accepted"
"1608";"Solanaceae";"Petunia exserta";"Petunia exserta";0;"rara";"Accepted"
"1609";"Solanaceae";"Petunia mantiqueirensis";"Petunia mantiqueirensis";0;"rara";"Accepted"
"1610";"Solanaceae";"Petunia reitzii";"Petunia reitzii";0;"rara";"Accepted"
"1611";"Solanaceae";"Petunia saxicola";"Petunia saxicola";0;"rara";"Accepted"
"1612";"Solanaceae";"Petunia secreta";"Petunia secreta";0;"rara";"Accepted"
"1613";"Amaranthaceae";"Pfaffia argyrea";"Pfaffia argyrea";0;"rara";"Accepted"
"1614";"Amaranthaceae";"Pfaffia minarum";"Pfaffia minarum";0;"rara";"Accepted"
"1615";"Plantaginaceae";"Philcoxia bahiensis";"Philcoxia bahiensis";0;"rara";"Accepted"
"1616";"Plantaginaceae";"Philcoxia goiasensis";"Philcoxia goiasensis";0;"rara";"Accepted"
"1617";"Plantaginaceae";"Philcoxia minensis";"Philcoxia minensis";0;"rara";"Accepted"
"1618";"Araceae";"Philodendron altomacaense";"Philodendron altomacaense";0;"rara";"Accepted"
"1619";"Araceae";"Philodendron biribiriense";"Philodendron biribirense";1;"rara";"Accepted"
"1620";"Araceae";"Philodendron carinatum";"Philodendron carinatum";0;"rara";"Accepted"
"1621";"Araceae";"Philodendron fragile";"Philodendron fragile";0;"rara";"Accepted"
"1622";"Araceae";"Philodendron millerianum";"Philodendron millerianum";0;"rara";"Accepted"
"1623";"Araceae";"Philodendron pachyphyllum";"Philodendron pachyphillum";1;"rara";"Accepted"
"1624";"Araceae";"Philodendron rhizomatosum";"Philodendron rhizomatosum";0;"rara";"Accepted"
"1625";"Araceae";"Philodendron simonianum";"Philodendron simonianum";0;"rara";"Accepted"
"1626";"Araceae";"Philodendron tenuispadix";"Philodendron tenuispadix";0;"rara";"Accepted"
"1627";"Santalaceae";"Phoradendron dipterum";"Phoradendron anamariae";0;"rara";"Synonym"
"1628";"Santalaceae";"Phoradendron dimerostachys";"Phoradendron dimerostachys";0;"rara";"Accepted"
"1629";"Santalaceae";"Phoradendron harleyi";"Phoradendron harleyi";0;"rara";"Accepted"
"1630";"Santalaceae";"Phoradendron krukovii";"Phoradendron krukovii";0;"rara";"Accepted"
"1631";"Santalaceae";"Dendrophthora warmingii";"Phoradendron virens";0;"rara";"Synonym"
"1632";"Loranthaceae";"Passovia pedunculata";"Phthirusa angulata";0;"rara";"Synonym"
